id,author,publisher,booktitle,language,mainImage,price,quantity,desc
190,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail,eng,https://images.gr-assets.com/books/1453189881m/12262741.jpg,30000,50,Ok
191,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,en-US,https://images.gr-assets.com/books/1442239711m/472331.jpg,30000,50,Ok
192,Patrick Rothfuss,2007,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,https://images.gr-assets.com/books/1472068073m/186074.jpg,30000,50,Ok
193,Malcolm Gladwell,2008,Outliers: The Story of Success,en-US,https://images.gr-assets.com/books/1344266315m/3228917.jpg,30000,50,Ok
194,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby-Dick or, The Whale",eng,https://images.gr-assets.com/books/1327940656m/153747.jpg,30000,50,Ok
195,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,eng,https://images.gr-assets.com/books/1351979318m/2728527.jpg,30000,50,Ok
196,Chuck Palahniuk,1996,Fight Club,eng,https://images.gr-assets.com/books/1357128997m/5759.jpg,30000,50,Ok
197,Charlaine Harris,2001,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,https://images.gr-assets.com/books/1468560853m/301082.jpg,30000,50,Ok
198,Alice Walker,1982,The Color Purple,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
199,John Grogan,2005,Marley and Me: Life and Love With the World's Worst Dog,eng,https://images.gr-assets.com/books/1308858322m/12691.jpg,30000,50,Ok
200,Agatha Christie,1939,And Then There Were None,eng,https://images.gr-assets.com/books/1391120695m/16299.jpg,30000,50,Ok
201,Dan Brown,2009,"The Lost Symbol (Robert Langdon, #3)",eng,https://images.gr-assets.com/books/1358274396m/6411961.jpg,30000,50,Ok
202,Becca Fitzpatrick,2009,"Hush, Hush (Hush, Hush, #1)",en-US,https://images.gr-assets.com/books/1358261334m/6339664.jpg,30000,50,Ok
203,Jamie McGuire,2011,"Beautiful Disaster (Beautiful, #1)",eng,https://images.gr-assets.com/books/1358259032m/11505797.jpg,30000,50,Ok
204,Charles Dickens,1843,A Christmas Carol,,https://images.gr-assets.com/books/1406512317m/5326.jpg,30000,50,Ok
205,Anne Rice,1976,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,https://images.gr-assets.com/books/1380631642m/43763.jpg,30000,50,Ok
206,Kiera Cass,2012,"The Selection (The Selection, #1)",en-US,https://images.gr-assets.com/books/1322103400m/10507293.jpg,30000,50,Ok
207,Janet Evanovich,1994,"One for the Money (Stephanie Plum, #1)",en-US,https://images.gr-assets.com/books/1316730230m/6853.jpg,30000,50,Ok
208,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,eng,https://images.gr-assets.com/books/1327878144m/6493208.jpg,30000,50,Ok
209,Thomas Harris,1988,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,https://images.gr-assets.com/books/1390426249m/23807.jpg,30000,50,Ok
210,Richelle Mead,2007,"Vampire Academy (Vampire Academy, #1)",en-US,https://images.gr-assets.com/books/1361098973m/345627.jpg,30000,50,Ok
211,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
212,Ian McEwan,2001,Atonement,eng,https://images.gr-assets.com/books/1320449708m/6867.jpg,30000,50,Ok
213,"Franz Kafka, Stanley Corngold",1915,The Metamorphosis,eng,https://images.gr-assets.com/books/1359061917m/485894.jpg,30000,50,Ok
214,Rick Riordan,2007,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,https://images.gr-assets.com/books/1361038385m/561456.jpg,30000,50,Ok
215,Ernest Cline,2011,Ready Player One,eng,https://images.gr-assets.com/books/1500930947m/9969571.jpg,30000,50,Ok
216,Garth Stein,2006,The Art of Racing in the Rain,eng,https://images.gr-assets.com/books/1377206302m/3153910.jpg,30000,50,Ok
217,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,https://images.gr-assets.com/books/1312066724m/21996.jpg,30000,50,Ok
218,Sylvia Day,2012,"Bared to You (Crossfire, #1)",eng,https://images.gr-assets.com/books/1477803272m/13572249.jpg,30000,50,Ok
219,"C.S. Lewis, Pauline Baynes",1956,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,https://images.gr-assets.com/books/1449868701m/11127.jpg,30000,50,Ok
220,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,en-US,https://images.gr-assets.com/books/1352539022m/3609760.jpg,30000,50,Ok
221,Dave Pelzer,1995,"A Child Called ""It"" (Dave Pelzer #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
222,Robert Ludlum,1980,"The Bourne Identity (Jason Bourne, #1)",eng,https://images.gr-assets.com/books/1335860740m/7869.jpg,30000,50,Ok
223,Eoin Colfer,2001,"Artemis Fowl (Artemis Fowl, #1)",eng,https://images.gr-assets.com/books/1327945104m/249747.jpg,30000,50,Ok
224,Lauren Kate,2009,"Fallen (Fallen, #1)",en-US,https://images.gr-assets.com/books/1440619649m/6487308.jpg,30000,50,Ok
225,John Steinbeck,1952,East of Eden,eng,https://images.gr-assets.com/books/1441547516m/4406.jpg,30000,50,Ok
226,Gillian Flynn,2009,Dark Places,eng,https://images.gr-assets.com/books/1354988288m/5886881.jpg,30000,50,Ok
227,John Grisham,1993,The Client,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
228,"Emma McLaughlin, Nicola Kraus",2002,"The Nanny Diaries (Nanny, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
229,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,https://images.gr-assets.com/books/1327872220m/24213.jpg,30000,50,Ok
230,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
231,Tatiana de Rosnay,2007,Sarah's Key,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
232,Stephen King,1982,"The Gunslinger (The Dark Tower, #1)",en-US,https://images.gr-assets.com/books/1375776480m/43615.jpg,30000,50,Ok
233,"Gabriel García Márquez, Edith Grossman",1985,Love in the Time of Cholera,eng,https://images.gr-assets.com/books/1327124987m/9712.jpg,30000,50,Ok
234,Laurie Halse Anderson,1999,Speak,eng,https://images.gr-assets.com/books/1310121762m/439288.jpg,30000,50,Ok
235,Liane Moriarty,2013,The Husband's Secret,eng,https://images.gr-assets.com/books/1460577225m/17802724.jpg,30000,50,Ok
236,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,https://images.gr-assets.com/books/1463384482m/1898.jpg,30000,50,Ok
237,Stephen King,1974,Carrie,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
238,Augusten Burroughs,2002,Running with Scissors,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
239,Max Brooks,2006,World War Z: An Oral History of the Zombie War,en-US,https://images.gr-assets.com/books/1386328204m/8908.jpg,30000,50,Ok
240,Dan Brown,2013,"Inferno (Robert Langdon, #4)",eng,https://images.gr-assets.com/books/1397093185m/17212231.jpg,30000,50,Ok
241,Lois Lowry,1989,Number the Stars,eng,https://images.gr-assets.com/books/1370917812m/47281.jpg,30000,50,Ok
242,James Patterson,1993,"Along Came a Spider (Alex Cross, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
243,Stephen King,1987,Misery,en-GB,https://images.gr-assets.com/books/1270545451m/10614.jpg,30000,50,Ok
244,Gillian Flynn,2006,Sharp Objects,en-US,https://images.gr-assets.com/books/1423241485m/66559.jpg,30000,50,Ok
245,Katherine Paterson,1977,Bridge to Terabithia,eng,https://images.gr-assets.com/books/1327880087m/2839.jpg,30000,50,Ok
246,"P.C. Cast, Kristin Cast",2007,"Marked (House of Night, #1)",en-US,https://images.gr-assets.com/books/1317067002m/30183.jpg,30000,50,Ok
247,Stephen R. Covey,1989,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,https://images.gr-assets.com/books/1421842784m/36072.jpg,30000,50,Ok
248,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,eng,https://images.gr-assets.com/books/1327874534m/1622.jpg,30000,50,Ok
249,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,en-US,https://images.gr-assets.com/books/1327879967m/4588.jpg,30000,50,Ok
250,R.J. Palacio,2012,Wonder,eng,https://images.gr-assets.com/books/1309285027m/11387515.jpg,30000,50,Ok
251,Dr. Seuss,1957,The Cat in the Hat,eng,https://images.gr-assets.com/books/1468890477m/233093.jpg,30000,50,Ok
252,Marissa Meyer,2012,"Cinder (The Lunar Chronicles, #1)",eng,https://images.gr-assets.com/books/1470056948m/11235712.jpg,30000,50,Ok
253,"Robert Galbraith, J.K. Rowling",2013,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,https://images.gr-assets.com/books/1358716559m/16160797.jpg,30000,50,Ok
254,Maggie Stiefvater,2009,"Shiver (The Wolves of Mercy Falls, #1)",eng,https://images.gr-assets.com/books/1409283154m/6068551.jpg,30000,50,Ok
255,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,eng,https://images.gr-assets.com/books/1405868167m/662.jpg,30000,50,Ok
256,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,https://images.gr-assets.com/books/1395407074m/49436.jpg,30000,50,Ok
257,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,Alice in Wonderland,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
258,"Carlos Ruiz Zafón, Lucia Graves",2001,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,https://images.gr-assets.com/books/1344545047m/1232.jpg,30000,50,Ok
259,James Dashner,2010,"The Scorch Trials (Maze Runner, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
260,Dale Carnegie,1936,How to Win Friends and Influence People,eng,https://images.gr-assets.com/books/1442726934m/4865.jpg,30000,50,Ok
261,Frances Mayes,1996,Under the Tuscan Sun,eng,https://images.gr-assets.com/books/1320524083m/480479.jpg,30000,50,Ok
262,Liane Moriarty,2014,Big Little Lies,eng,https://images.gr-assets.com/books/1492239430m/19486412.jpg,30000,50,Ok
263,Gail Carson Levine,1997,Ella Enchanted,eng,https://images.gr-assets.com/books/1410727190m/24337.jpg,30000,50,Ok
264,Ernest Hemingway,1926,The Sun Also Rises,en-US,https://images.gr-assets.com/books/1331828228m/3876.jpg,30000,50,Ok
265,Betty  Smith,1943,A Tree Grows in Brooklyn,eng,https://images.gr-assets.com/books/1327883484m/14891.jpg,30000,50,Ok
266,James Patterson,1995,"Kiss the Girls (Alex Cross, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
267,Kristin Hannah,2015,The Nightingale,eng,https://images.gr-assets.com/books/1451446316m/21853621.jpg,30000,50,Ok
268,Kazuo Ishiguro,2005,Never Let Me Go,eng,https://images.gr-assets.com/books/1353048590m/6334.jpg,30000,50,Ok
269,Cecelia Ahern,2003,P.S. I Love You,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
270,"Daphne du Maurier, Sally Beauman",1938,Rebecca,en-US,https://images.gr-assets.com/books/1327871977m/12873.jpg,30000,50,Ok
271,Daniel Keyes,1966,Flowers for Algernon,en-US,https://images.gr-assets.com/books/1367141311m/18373.jpg,30000,50,Ok
272,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Like Water for Chocolate,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
273,Lisa See,2005,Snow Flower and the Secret Fan,eng,https://images.gr-assets.com/books/1327880508m/1103.jpg,30000,50,Ok
274,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,eng,https://images.gr-assets.com/books/1394988109m/22034.jpg,30000,50,Ok
275,John Green,2006,An Abundance of Katherines,eng,https://images.gr-assets.com/books/1360206426m/49750.jpg,30000,50,Ok
276,Isaac Asimov,1951,Foundation (Foundation #1),eng,https://images.gr-assets.com/books/1417900846m/29579.jpg,30000,50,Ok
277,Neil Gaiman,2013,The Ocean at the End of the Lane,eng,https://images.gr-assets.com/books/1497098563m/15783514.jpg,30000,50,Ok
278,Shel Silverstein,1981,A Light in the Attic,eng,https://images.gr-assets.com/books/1427169918m/30118.jpg,30000,50,Ok
279,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,https://images.gr-assets.com/books/1470082995m/29056083.jpg,30000,50,Ok
280,Lauren Oliver,2011,"Delirium (Delirium, #1)",eng,https://images.gr-assets.com/books/1327890411m/11614718.jpg,30000,50,Ok
281,John Grisham,1992,The Pelican Brief,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
282,Neil Gaiman,2002,Coraline,eng,https://images.gr-assets.com/books/1493497435m/17061.jpg,30000,50,Ok
283,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,https://images.gr-assets.com/books/1392528568m/12067.jpg,30000,50,Ok
284,Jack Kerouac,1955,On the Road,eng,https://images.gr-assets.com/books/1413588576m/70401.jpg,30000,50,Ok
285,Graeme Simsion,2013,"The Rosie Project (Don Tillman, #1)",eng,https://images.gr-assets.com/books/1371651741m/16181775.jpg,30000,50,Ok
286,Nicholas Sparks,2008,The Lucky One,en-US,https://images.gr-assets.com/books/1420816338m/3063499.jpg,30000,50,Ok
287,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,eng,https://images.gr-assets.com/books/1491163636m/2122.jpg,30000,50,Ok
288,Tom Clancy,1984,"The Hunt for Red October (Jack Ryan Universe, #4)",,https://images.gr-assets.com/books/1281995542m/19691.jpg,30000,50,Ok
289,Richard Adams,1972,"Watership Down (Watership Down, #1)",eng,https://images.gr-assets.com/books/1405136931m/76620.jpg,30000,50,Ok
290,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),eng,https://images.gr-assets.com/books/1443264638m/10335308.jpg,30000,50,Ok
291,Abraham Verghese,2009,Cutting for Stone,eng,https://images.gr-assets.com/books/1327931601m/3591262.jpg,30000,50,Ok
292,"C.S. Lewis, Pauline Baynes",1951,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,https://images.gr-assets.com/books/1343185059m/140225.jpg,30000,50,Ok
293,Robert Louis Stevenson,1882,Treasure Island,eng,https://images.gr-assets.com/books/1485248909m/295.jpg,30000,50,Ok
294,Rick Riordan,2011,"The Son of Neptune (The Heroes of Olympus, #2)",eng,https://images.gr-assets.com/books/1464201114m/9520360.jpg,30000,50,Ok
295,Stephen King,2011,11/22/1963,eng,https://images.gr-assets.com/books/1327876792m/10644930.jpg,30000,50,Ok
296,Eric Carle,1969,The Very Hungry Caterpillar Board Book,eng,https://images.gr-assets.com/books/1327878225m/4948.jpg,30000,50,Ok
297,Kurt Vonnegut Jr.,1963,Cat's Cradle,eng,https://images.gr-assets.com/books/1327867150m/135479.jpg,30000,50,Ok
298,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,eng,https://images.gr-assets.com/books/1327942880m/2493.jpg,30000,50,Ok
299,"Todd Burpo, Lynn Vincent",2010,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
300,John Boyne,2006,The Boy in the Striped Pajamas,eng,https://images.gr-assets.com/books/1366228171m/39999.jpg,30000,50,Ok
301,Joseph Conrad,1899,Heart of Darkness,eng,https://images.gr-assets.com/books/1392799983m/4900.jpg,30000,50,Ok
302,Nicholas Sparks,2010,Safe Haven,eng,https://images.gr-assets.com/books/1344268800m/7812659.jpg,30000,50,Ok
303,Rhonda Byrne,2006,"The Secret (The Secret, #1)",eng,https://images.gr-assets.com/books/1482865039m/52529.jpg,30000,50,Ok
304,Wally Lamb,1998,I Know This Much Is True,eng,https://images.gr-assets.com/books/1373532198m/227711.jpg,30000,50,Ok
305,Stephen King,1983,Pet Sematary,eng,https://images.gr-assets.com/books/1308894674m/10583.jpg,30000,50,Ok
306,Wally Lamb,1992,She's Come Undone,en-US,https://images.gr-assets.com/books/1408313457m/5203.jpg,30000,50,Ok
307,Patrick Rothfuss,2011,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,https://images.gr-assets.com/books/1452624392m/1215032.jpg,30000,50,Ok
308,Sophie Kinsella,2003,Can You Keep a Secret?,en-US,https://images.gr-assets.com/books/1330464293m/33724.jpg,30000,50,Ok
309,Cassandra Clare,2011,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,https://images.gr-assets.com/books/1369452302m/6752378.jpg,30000,50,Ok
310,Jennifer Weiner,2001,"Good in Bed (Cannie Shapiro, #1)",en-US,https://images.gr-assets.com/books/1327936464m/14748.jpg,30000,50,Ok
311,Colleen McCullough,1977,The Thorn Birds,eng,https://images.gr-assets.com/books/1391416796m/3412.jpg,30000,50,Ok
312,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,en-US,https://images.gr-assets.com/books/1303859949m/2213661.jpg,30000,50,Ok
313,M.L. Stedman,2012,The Light Between Oceans,eng,https://images.gr-assets.com/books/1336683021m/13158800.jpg,30000,50,Ok
314,"Cornelia Funke, Anthea Bell",2003,"Inkheart (Inkworld, #1)",en-US,https://images.gr-assets.com/books/1328866790m/28194.jpg,30000,50,Ok
315,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
316,Bill Bryson,1997,A Walk in the Woods,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
317,Maya Angelou,1969,I Know Why the Caged Bird Sings,en-US,https://images.gr-assets.com/books/1327957927m/13214.jpg,30000,50,Ok
318,Christina Baker Kline,2013,Orphan Train,eng,https://images.gr-assets.com/books/1362409483m/15818107.jpg,30000,50,Ok
319,Cassandra Clare,2012,"City of Lost Souls (The Mortal Instruments, #5)",eng,https://images.gr-assets.com/books/1460477703m/8755776.jpg,30000,50,Ok
320,Maria Semple,2012,"Where'd You Go, Bernadette",eng,https://images.gr-assets.com/books/1338822317m/13526165.jpg,30000,50,Ok
321,Wilson Rawls,1961,Where the Red Fern Grows,,https://images.gr-assets.com/books/1166154337m/10365.jpg,30000,50,Ok
322,Neil Gaiman,1996,Neverwhere,eng,https://images.gr-assets.com/books/1348747943m/14497.jpg,30000,50,Ok
323,"Milan Kundera, Michael Henry Heim",1984,The Unbearable Lightness of Being,eng,https://images.gr-assets.com/books/1265401884m/9717.jpg,30000,50,Ok
324,Rainbow Rowell,2013,Fangirl,eng,https://images.gr-assets.com/books/1499565420m/16068905.jpg,30000,50,Ok
325,John Irving,1989,A Prayer for Owen Meany,eng,https://images.gr-assets.com/books/1260470010m/4473.jpg,30000,50,Ok
326,Janet Fitch,1999,White Oleander,eng,https://images.gr-assets.com/books/1501159524m/32234.jpg,30000,50,Ok
327,Marie Lu,2011,"Legend (Legend, #1)",eng,https://images.gr-assets.com/books/1501368160m/9275658.jpg,30000,50,Ok
328,Jodi Picoult,2007,Nineteen Minutes,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30000,50,Ok
329,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,eng,https://images.gr-assets.com/books/1388075896m/2318271.jpg,30000,50,Ok
330,Robert Jordan,1990,"The Eye of the World (Wheel of Time, #1)",eng,https://images.gr-assets.com/books/1337818095m/228665.jpg,30000,50,Ok
331,Jodi Picoult,1998,The Pact,en-US,https://images.gr-assets.com/books/1410754561m/10916.jpg,30000,50,Ok
